season,opponent,result,pace,ppp,oppp,efg,oefg,to,oto,or,oor,ft,oft
2008-09,Oklahoma,W,65,1.12,0.93,55.9,46.3,18.6,23.2,24,36.4,31.4,29.6
2008-09,Gonzaga,W,78,1.25,0.99,61,52.6,11.5,15.4,27.4,12.3,39.7,39.7
2008-09,LSU,W,68,1.24,1.03,59.3,52.3,13.3,22.2,34.6,38.9,30.5,9.4
2008-09,Radford,W,87,1.17,0.67,48.2,30.6,13.9,20.8,40.8,32.8,28.6,17.5
2008-09,Florida State,L,64,1.1,1.14,40.7,56.1,10.9,21.9,40.2,42.2,49.1,26.3
2008-09,Virginia Tech,W,67,1.19,1.14,49.2,50.8,13.5,10.5,46.2,31.1,32.3,16.4
2008-09,Duke,W,66,1.19,1.07,58.5,52,16.6,16.6,40.7,18.8,47.2,54
2008-09,Virginia Tech,W,75,1.14,1.04,45.5,44.2,10.6,14.6,33.3,32.9,51.5,24.6
2008-09,Georgia Tech,W,83,1.26,0.89,56.5,51.5,18.1,21.8,39.7,25,42,14.5
2008-09,Maryland,L,71,1.07,1.1,40.9,55.1,18.8,20.1,47.1,33.8,36.4,25
2008-09,NC State,W,70,1.28,1.15,58.5,63.1,12.9,21.5,37.9,30.3,23.1,11.5
2008-09,Miami,W,67,1.04,0.98,46.3,46.3,18,18,39,34.8,11.9,2.9
2008-09,Duke,W,79,1.28,1.1,59.7,54.3,18.9,17.7,41.1,37.2,50,25.7
2008-09,UVA,W,71,1.06,0.85,48.5,44.4,16.8,16.8,35.4,21,25.4,11.1
2008-09,Maryland,W,82,1.31,1.1,62.9,50,19.4,19.4,44.7,45,38.6,28
2008-09,NC State,W,70,1.34,1.09,60.5,50,15.8,12.9,41.5,34.1,32.3,19.4
2008-09,Florida State,W,77,1.04,1,43.6,51.7,27.2,24.6,50,38.6,50.8,35
2008-09,Clemson,W,77,1.21,0.9,56.8,41.9,16.8,20.7,37.8,37.2,40.9,27.9
2008-09,Miami,W,73,1.12,0.89,53.2,44.1,19.1,17.8,29.3,33.3,28.6,16.2
2008-09,UVA,W,74,1.12,0.82,46.1,32.9,12.1,13.5,41.7,37.2,43.8,11
2008-09,Wake Forest,L,89,1.01,1.04,39.2,52.5,20.3,18.1,41,22.2,51.4,63.9
2008-09,College of Charleston,W,84,1.29,0.84,63.6,40.6,16.8,14.4,32.8,14.8,31.4,23.2
2008-09,Boston College,L,75,1.04,1.13,43.1,52.1,19.9,13.3,50,40,37,22.9
2008-09,Nevada,W,71,1.19,0.86,55.1,35.7,18.4,21.2,40.9,44.3,45.8,38.1
2008-09,Rutgers,W,75,1.3,1,54.4,53.4,16.1,24.1,51.6,30.9,41.2,22
2008-09,Valparaiso,W,72,1.18,0.88,53.6,50,23.6,34.7,50.8,39.3,55.4,58.7
2008-09,Evansville,W,82,1.11,0.89,54.5,47.8,19.5,17,32.9,19.2,39.4,21.7
2008-09,Oral Roberts,W,88,1.13,0.95,56.5,51.4,18.1,28.3,29.9,39.5,43.5,17.6
2008-09,Michigan State,W,83,1.18,0.76,52.1,37.9,10.8,25.3,30.4,26.9,40.9,31.8
2008-09,Asheville,W,83,1.39,0.58,66.2,28.7,13.2,30,41.1,32.1,27.3,25
2008-09,Notre Dame,W,73,1.41,1.2,59.3,50.6,11,11,46.9,39.6,30,14.1
2008-09,Oregon,W,85,1.16,0.81,58.5,36.3,21.2,16.5,40.8,19.8,50.8,28.8
2008-09,Chaminade,W,81,1.43,0.87,67.1,48.3,8.7,27.3,35.8,30.4,21.5,26.7
2008-09,UC Santa Barbara,W,74,1.14,0.91,52.5,51.8,20.3,28.4,43.2,22.6,52.5,23.6
2008-09,Kentucky,W,74,1.04,0.78,46.4,47.8,13.5,37.8,33.7,27.3,25.7,42.2
2008-09,Penn,W,75,1.15,0.95,52.5,49.2,17.3,21.3,37.3,23.3,55,28.3
2007-08,Kansas,L,79,0.83,1.06,39.5,57,22.7,23.9,28.4,33.9,22.4,21.9
2007-08,Louisville,W,68,1.22,1.07,56,58.2,20.6,27.9,50.9,41.5,36.2,29.1
2007-08,Washington State,W,66,1.03,0.71,47.4,33.3,19.7,15.1,36.1,21.4,32.8,26.3
2007-08,Arkansas,W,67,1.61,1.15,73.8,51.7,10.4,13.4,44.9,39.1,26.1,39
2007-08,Mount St. Mary's,W,75,1.5,0.98,65.5,48.5,12,18.6,58.1,23.1,35.2,21.5
2007-08,Clemson,W,81,1.06,1,52.2,48.5,24.6,19.7,51.2,33.7,34.8,37.7
2007-08,Virginia Tech,W,73,0.93,0.9,44.2,44,23.3,16.4,32,19.5,31.7,34.5
2007-08,Florida State,W,68,1.21,1.03,57.9,58.2,14.8,22.1,30.5,31.1,42.1,21.8
2007-08,Duke,W,74,1.03,0.92,44.1,39.5,16.3,17.6,45.2,36.6,15.8,11.8
2007-08,Florida State,W,71,1.28,1.09,59.6,47.6,19.8,11.3,50.9,31.6,50.9,39.7
2007-08,Boston College,W,67,1.34,1.19,56.8,58.3,13.4,16.3,38.5,31.6,44.1,42.6
2007-08,Wake Forest,W,78,1.15,0.94,63,54.2,25.8,23.2,37.5,19.1,68,28.3
2007-08,NC State,W,69,1.21,1.01,55.5,54.9,15.9,26,42.9,31.8,28.1,39.2
2007-08,Virginia Tech,W,79,1.16,0.67,54.7,29.6,24,26.6,54.4,19.3,45.3,51.9
2007-08,UVA,W,70,1.06,1.05,57.6,43.9,24.1,9.9,35.9,33,20.3,14.9
2007-08,Clemson,W,76,1.08,0.98,49.3,51.7,21,21,35.2,33.7,49.3,7.9
2007-08,Duke,L,83,0.95,1.08,42.8,55.3,24.2,18.2,43.6,28.8,43.5,40.9
2007-08,Florida State ,W,70,1.06,0.92,46.7,44.3,26.5,12.6,50.7,17.6,54.1,21.4
2007-08,Boston College,W,80,1.14,0.86,54.4,48.3,16.2,21.2,35.2,13.7,36.8,32.2
2007-08,Miami,W,73,1.35,1.13,50.7,56.6,9.7,23.4,52,40.3,32,24.6
2007-08,Maryland,L,75,1.07,1.1,42.4,51.6,13.4,13.4,42,26.5,19,31.2
2007-08,Georgia Tech,W,74,1.13,1.12,49.2,50.7,19,16.3,41.9,40.2,41.3,13.7
2007-08,NC State,W,75,1.24,0.83,52.7,40,14.7,20,46.1,28.9,24.3,24.6
2007-08,Asheville,W,78,1.19,1.03,47.4,58.9,11.5,21.7,42.7,24.6,33.8,24.2
2007-08,Clemson,W,79,1.02,0.99,45.8,46.8,21.5,14.7,36,33.6,41.7,34.2
2007-08,Kent State,W,73,1.23,0.83,56.1,41.9,21.8,25.9,55,41.2,30.8,7.3
2007-08,Valparaiso,W,74,1.21,0.78,57.7,42.3,14.8,18.9,41.9,17.8,30.8,15.4
2007-08,Nevada,W,84,1.26,0.83,59.9,43.6,19,23.7,39.1,27.6,35.2,15.7
2007-08,UC Santa Barbara,W,84,1.25,0.83,59.1,42.3,19.1,20.3,54.3,24.7,31.2,5.1
2007-08,Nicholls State,W,72,1.22,1.08,50.9,60,16.6,20.8,37.8,23.3,67.2,25.4
2007-08,Rutgers,W,80,1.16,0.89,46.2,41.5,15,24.9,49,35.2,26.2,40
2007-08,Penn,W,84,1.26,0.84,58.7,50,22.6,23.7,55.4,20.8,34.7,23.8
2007-08,Kentucky,W,76,1.13,1.01,48.4,50.9,17,24.9,41.9,26.4,55.7,37.9
2007-08,Ohio State,W,71,0.93,0.78,41.5,34.3,15.5,14.1,37.8,25.4,19.7,12.9
2007-08,BYU,W,74,0.99,0.86,42.4,46,13.6,28.6,26.5,30.9,50.9,14.5
2007-08,Old Dominion,W,67,1.48,1.23,77.3,64.3,13.5,26.9,33.3,46.7,40,26.8
2007-08,South Carolina State,W,85,1.29,0.75,60.5,46.5,21.1,36.4,50.8,36.7,58.2,38.6
2007-08,Iona,W,86,1.25,0.84,58.7,54.6,24.5,26.9,48.6,10.6,73,37
2007-08,Davidson,W,77,0.94,0.88,50,41.8,24.7,15.6,23.8,21.7,53.9,22.4
2006-07,Georgetown ,L,66,1.13,1.29,38.7,63.6,12.1,13.4,43.3,32.3,47.9,27.3
2006-07,USC,W,73,1.02,0.88,40.3,46.7,11,24.7,41,29.3,22.1,14.8
2006-07,Michigan State,W,64,1.27,1.05,53.9,44.8,15.7,15.7,46,32,65.4,29.3
2006-07,EKU,W,72,1.19,0.9,70.2,52.5,30.4,22.1,53.5,18.5,19.3,10.2
2006-07,NC State,W,68,1.31,1.18,63.5,60.4,14.7,22.1,26.8,32.7,46.1,35.9
2006-07,Boston College,W,59,1.2,0.95,51.6,40.9,13.5,11.8,47.7,28.2,14.5,29.1
2006-07,Florida State,W,72,1.02,0.81,58.8,37.3,26.5,23.7,31,28.2,49,36.4
2006-07,Duke,W,74,1.16,0.97,51.6,47.7,14.8,20.2,33.3,32.5,43.5,25
2006-07,Georgia Tech,L,72,1.06,1.16,52,59.7,20.7,22.1,30.8,39.7,77.5,24.2
2006-07,Maryland,L,79,1.1,1.12,52.7,52.3,12.6,21.5,31.4,45.8,22.7,39.4
2006-07,NC State,W,70,1.19,0.92,54,50,18.6,24.4,47.1,16.7,35.5,34
2006-07,Boston College,W,66,1.17,1.1,56.5,56.5,22.8,19.8,48.1,35.9,37,38.9
2006-07,Virginia Tech,L,70,1.02,1.03,42.3,41.5,11.4,12.7,33.3,33.7,56.9,42.2
2006-07,Wake Forest,W,81,1.29,0.83,59.4,40.8,16.1,21.1,34.9,26.7,53.1,29.2
2006-07,Duke,W,75,1.06,0.98,53.3,48.4,17.4,21.4,30,28.6,29.5,30.2
2006-07,NC State,L,73,1.09,1.14,51.6,69.8,16.5,28.9,29.2,34,32.3,74.4
2006-07,Miami,W,76,1.39,0.85,65.6,41.9,21.1,15.8,49.1,20.7,42.2,27.4
2006-07,Arizona,W,82,1.12,0.78,54.6,34.8,14.6,24.4,27.7,29.2,17.1,54.2
2006-07,Wake Forest,W,78,1.12,0.77,62.9,38.7,23,23,26.9,33.9,36.2,22.5
2006-07,Georgia Tech,W,71,1.08,0.86,52.7,45.8,26.8,26.8,41.5,41.1,49.1,16.7
2006-07,Clemson,W,79,0.97,0.7,54.2,36.8,27.8,24,35.3,31.4,28.3,27.9
2006-07,Virginia Tech,L,77,1.14,1.21,49.3,58.8,22,14.2,52.2,32.9,39.7,66.7
2006-07,UVA,W,74,1.07,0.94,40.1,51.7,13.6,23.1,44.9,26,62.1,18.6
2006-07,Florida State,W,71,1.19,0.82,50,37.5,14.2,15.6,41.8,28.2,22.9,23.4
2006-07,Penn,W,75,1.35,0.85,60.3,46.6,13.2,26.5,41,35.6,38.2,25.4
2006-07,Dayton,W,77,1.06,0.67,59.5,35.6,27.4,27.4,34.9,22.6,31,23.7
2006-07,Rutgers,W,67,1.31,0.72,61.7,37.1,16.5,27,45,34.6,30,17.2
2006-07,Saint Louis,W,63,1.09,0.76,48.3,37.5,12.7,19,33.3,17.4,30.5,21.1
2006-07,Florida Atlantic,W,77,1.36,0.68,72.3,41.1,19.5,31.2,33.3,22.8,53.6,19.6
2006-07,Asheville,W,77,1.2,0.8,52,38.4,15.5,22,43.2,22.5,29.3,46.4
2006-07,High Point,W,69,1.37,1.01,67.3,47.8,20.4,14.6,55.9,31.2,56.4,8.7
2006-07,Kentucky,W,72,1.04,0.88,44,49.1,12.5,30.6,32.2,36.2,32.8,31.5
2006-07,Ohio State,W,76,1.28,1.17,59.4,62.3,14.4,18.3,44.9,23.9,53.1,20
2006-07,Tennessee,W,84,1.2,1.03,60.3,48.6,28.4,13,54.7,29.8,52.4,43.8
2006-07,Gonzaga,L,76,0.97,1.07,41.2,58.1,15.7,22.2,33.3,28.2,44.1,21
2006-07,Gardner Webb,W,83,1.24,0.6,57.6,33.6,25.3,25.3,62.1,16.7,50,10.4
2006-07,Winthrop,W,70,1.05,0.95,55.4,47.8,24.4,24.4,39.7,37.8,33.9,1.4
2006-07,Sacred Heart,W,81,1.27,1,63.2,51.4,14.8,18.5,31.9,30.5,41.2,16.7
2005-06,George Mason,L,65,0.92,1,43.8,43.1,19.9,12.3,32.1,28,6.2,32.8
2005-06,Murray State,W,66,1.05,0.99,51,43.9,25.8,19.8,43.1,40.2,52.1,18.5
2005-06,Boston College,L,71,1.16,1.2,56.2,68.5,19.8,26.9,36.2,43.8,25,29.6
2005-06,UVA,W,71,1.11,0.94,56.1,33.6,21.1,12.6,26.6,26.6,67.3,47.5
2005-06,Duke,W,83,1,0.92,47.8,46.4,19.3,19.3,30,23.3,33.8,21.4
2005-06,UVA,W,71,1.39,0.76,68.6,35.3,14.1,16.9,40.4,24.7,42.4,11.8
2005-06,Maryland,W,81,1,0.7,45.9,29.4,19.6,20.9,37.5,29.4,30.1,35.3
2005-06,NC State,W,64,1.48,1.11,60.9,50,9.4,12.5,50,25,24.6,44.2
2005-06,Wake Forest,W,70,1.19,1.04,56.7,49.2,18.7,18.7,35.7,37.5,57.7,14.9
2005-06,Georgia Tech,W,74,1.11,1.02,52.7,59.4,17.7,25.8,38,21.8,62.5,35.9
2005-06,Miami,W,59,1.35,1.18,62.5,52,21.9,15.2,58.9,38.9,30.4,40
2005-06,Duke,L,80,1.04,1.09,44.8,57.6,26.4,20.1,53.6,22.4,43.3,40.7
2005-06,Clemson,W,71,1.08,0.87,53,42.9,29.8,25.5,50,36.8,58,14.3
2005-06,Maryland,W,80,0.96,0.77,52.4,36.8,30,15,37.5,25.9,27.4,23.6
2005-06,Arizona,W,69,1.25,1,64.2,47.1,18.8,17.4,41.4,33.3,23.3,10.3
2005-06,Boston College,L,67,1.11,1.21,57,59.3,28.5,13.5,43.9,37.3,44,33.9
2005-06,Florida State,W,71,1.14,1.13,67.6,56.2,32.5,19.8,42.9,35.7,24.1,39.3
2005-06,UVA,L,71,0.96,1.01,42,42.2,19.7,14,41.3,27.8,20.3,50
2005-06,Miami,L,69,1.01,1.17,47.3,43,23.1,14.4,33.8,47.7,36.4,53.1
2005-06,Virginia Tech,W,69,0.93,0.88,55.4,43.2,36.2,17.4,43.9,27.4,43.5,32.2
2005-06,NC State,W,73,1.12,0.94,59.6,47.5,24.6,20.5,24.4,24,59.6,22.9
2005-06,Davidson,W,80,1.03,0.73,50,37.7,25,25,46.6,23.7,47.6,20
2005-06,Asheville,W,84,1.06,0.56,47,31.2,21.4,34.4,40.7,28.9,49.2,17.2
2005-06,USC,L,76,0.78,0.98,43.5,58.6,33.1,25.1,34.2,26.5,42.6,22.4
2005-06,Santa Clara,W,70,1.08,0.83,56,38.2,21.3,19.9,40.4,33.8,56,14.7
2005-06,Saint Louis,W,66,1.15,0.96,56.8,50.9,15.3,19.8,27.4,27.1,22,10.3
2005-06,Kentucky,W,68,1.21,1.16,51.7,57.3,16.1,13.2,40.3,27.4,46.7,43.6
2005-06,Illinois,L,66,0.98,1.04,47.1,53.7,24.4,27.5,43.9,41.7,45.1,31.5
2005-06,UC Santa Barbara,W,72,1.15,0.92,54.9,50,23.6,26.4,57.1,33.3,49.2,24.1
2005-06,Cleveland State,W,85,1.32,0.65,58.6,35.2,20,27,62.8,26,65.7,12.7
2005-06,Gardner Webb,W,78,1.06,1.03,59.8,58.6,25.6,29.5,39,35.3,46.4,25.9
2004-05,Illinois,W,63,1.18,1.1,60.6,47.1,15.8,12.6,26.7,39.5,36.5,8.6
2004-05,Michigan State,W,79,1.1,0.9,53.5,38.5,16.5,14,32.9,27.9,23.9,24.3
2004-05,Wisconsin,W,69,1.28,1.19,57,58.2,13.1,16,38.7,32.3,28.1,21.3
2004-05,Villanova,W,64,1.04,1.03,50,44.3,24.9,14,38.7,31.8,50,31.1
2004-05,Iowa State,W,82,1.13,0.8,53.9,38.2,15.9,20.8,34.1,34.9,56.9,22.4
2004-05,Oakland,W,66,1.46,1.03,74.1,48.3,21.3,15.2,57.4,30.9,32.8,31
2004-05,Georgia Tech,L,70,1.07,1.11,42.6,42.3,21.4,15.7,41.3,48.8,45.9,44.6
2004-05,Clemson,W,78,1.13,1.04,47.2,51.7,24.4,24.4,48,41.5,87,49.1
2004-05,Duke,W,68,1.1,1.07,41,56.2,16.1,17.5,50.6,26,38.8,33.9
2004-05,Florida State,W,75,1.22,1.02,62.7,56.7,17.4,24.1,30.2,25.4,39,16.7
2004-05,Maryland,W,74,1.15,1.12,57.3,50,22.9,14.8,41.4,33,33.9,18.3
2004-05,NC State,W,64,1.27,1.11,58.5,56.6,17.2,18.8,40.7,24.1,43.4,22.6
2004-05,Clemson,W,84,1.04,0.66,51.5,35.7,22.5,32,36.9,34,44.6,31.8
2004-05,UVA,W,70,1.22,0.88,58.8,43.3,23,23,48.3,31.4,49.1,40.4
2004-05,Connecticut,W,77,1,0.91,45.3,47.6,14.3,28.6,31.2,43,20.3,30.6
2004-05,Duke,L,73,0.96,0.97,46.5,44.6,31.5,20.6,48,26.1,40.4,39.3
2004-05,Florida State,W,68,1.18,0.88,46.1,51,13.2,32.1,45.7,31.6,43.1,31.2
2004-05,NC State,W,69,1.37,1.02,66.4,43,13,18.8,36.5,42.7,50.9,37.5
2004-05,UVA,W,85,1.3,0.9,70.8,46.9,20.1,20.1,35.5,15,43.1,32.8
2004-05,Miami,W,82,1.06,0.82,52.5,40.3,21.9,20.7,32.9,21,51.7,25.4
2004-05,Clemson,W,76,1.01,0.76,56.4,37.5,30.1,24.9,38.2,30,41.8,35
2004-05,Wake Forest,L,79,1.04,1.21,45.5,50.8,19,17.8,36.6,36.1,38.8,51.6
2004-05,Georgia Tech,W,85,1.07,0.81,47.8,39.5,22.3,22.3,41.2,18.8,51.5,59.6
2004-05,Maryland,W,91,1.19,0.82,63.8,39.4,26.3,18.6,41.3,20.9,36.2,36.6
2004-05,William & Mary,W,73,1.44,0.9,65.6,46.6,16.4,26,51.8,30.9,49.2,20.3
2004-05,Cleveland State,W,84,1.27,0.76,63.2,46.5,22.5,36.7,50,31.1,34.7,25.9
2004-05,UNC-Wilmington,W,81,1.18,0.93,69.6,48.5,23.4,21,24.6,20.2,72.5,26.1
2004-05,Vermont,W,77,1.21,0.84,59.2,50,18.2,29.9,27.9,27.4,46.7,24.1
2004-05,Virginia Tech,W,73,1.17,0.7,71.9,41.4,30.3,26.2,33.3,27,43.8,19
2004-05,Loyola Chicago,W,73,1.5,0.83,65.2,43.4,22.1,27.6,65.2,38.6,40.9,14.8
2004-05,Kentucky,W,79,1.16,0.99,54.2,50,22.9,17.8,46.9,22.8,67.8,22.9
2004-05,Indiana,W,74,0.95,0.85,48.1,42.3,31.2,27.1,39.4,40,44.4,23.1
2004-05,USC,W,85,1.14,0.76,60.7,39,23.4,32.8,37.7,41.2,60.7,23.5
2004-05,Iowa,W,83,1.28,1.11,59.5,67.9,13.2,26.5,28,26.2,32.4,52.8
2004-05,Tennessee,W,81,1.16,1,66.7,52.4,27.1,24.6,30.6,30.1,72.5,29
2004-05,BYU,W,76,1.13,0.66,49.3,36.8,15.8,35.5,35.3,36.5,33.3,24.6
2004-05,Santa Clara,L,71,0.93,1.09,41.3,56,22.6,26.8,42.2,45.9,38.1,58
2003-04,Texas,L,68,1.11,1.15,45.4,53.6,16.2,14.8,38.5,32.2,29.2,41.8
2003-04,Air Force,W,60,1.05,0.87,45.3,53.9,21.6,26.6,41.5,8.5,34,33.3
2003-04,Georgia Tech,L,77,1.07,1.08,43.2,53.5,19.5,19.5,41.4,27.5,50,45.6
2003-04,Duke,L,70,0.93,1.01,40.8,50.9,23,17.2,47,27.7,26.1,31
2003-04,Clemson,W,62,1.11,0.85,52.3,50,16,35.3,38.6,44.6,6.2,16.3
2003-04,NC State,W,63,1.12,1.01,64.4,42.2,26.8,11.1,32,31.7,40,20.3
2003-04,UVA,L,72,1,1.03,50,46.1,20.9,22.3,32.8,44.3,19.1,32.8
2003-04,Florida State,W,74,1.06,0.97,51.8,54.5,23.1,19,42,12.7,67.3,33.9
2003-04,Maryland,W,83,1.17,1.04,59.8,42.3,26.5,12.1,46.5,34.8,98,38.5
2003-04,Georgia Tech,L,77,1,1.15,47.9,60.2,15.7,24.8,33.7,27.9,26.8,51.9
2003-04,Wake Forest,W,64,1.24,1.14,48.4,50.9,18.8,15.6,46.7,40.6,36.1,37.5
2003-04,Duke,L,70,1.02,1.05,46.6,47.7,25.2,21.5,47.7,39,23,40.6
2003-04,Clemson,L,69,1.05,1.18,53.5,67.8,20.4,27.7,32.3,42.1,29.3,73.3
2003-04,NC State,W,68,1,0.97,50,60.4,26.4,29.4,36.5,19.6,38.5,22.9
2003-04,UVA,W,75,1.27,1.02,56.9,53.8,14.6,25.2,43.5,24.6,46.1,43.4
2003-04,Florida State,L,68,1.06,1.18,54.7,62.7,20.9,26.1,31.2,41.5,29.7,37.3
2003-04,Connecticut,W,81,1.06,1.03,50,53.6,18.5,25.9,33.3,42.5,40.9,21.4
2003-04,Maryland,L,81,1.04,1.11,45.9,57,19.8,27.2,44.4,44.1,35.6,61.4
2003-04,Georgia Tech,W,90,1.15,0.98,51.4,46.9,15.6,26.7,37.4,38.7,62,52.3
2003-04,Miami,W,82,1.08,0.78,52.1,42.2,26.7,26.7,50.7,29,34.3,26.6
2003-04,Kentucky,L,66,0.84,0.92,45.4,44.4,30.1,18.1,34.3,36.4,16.7,21
2003-04,Coastal Carolina,W,83,1.27,0.87,63.6,51.6,15.7,32.5,30,32.9,47,21.3
2003-04,UNC-Wilmington,W,72,0.99,0.75,47.5,42,27.9,34.9,46.1,33.3,39.3,36
2003-04,Wake Forest,L,74,1.12,1.17,53.9,57.2,14.8,15.8,35.5,38.1,34.4,34.4
2003-04,Akron,W,71,0.9,0.75,33.3,39.1,19.7,23.9,47.6,31.3,40.6,7.8
2003-04,George Mason,W,79,1.46,1.03,67.2,53.3,16.6,24.2,49.1,32.9,59.4,33.3
2003-04,Illinois,W,79,1.12,1.03,52.4,49.3,16.5,17.8,32.9,37.6,44.4,24
2003-04,Cleveland State,W,79,1.04,0.96,43.2,50.8,20.3,25.4,48,32.4,37.8,36.7
2003-04,Davidson,W,79,1.16,0.87,57.6,52.9,17.8,33.1,27,29.4,62.7,34.6
2003-04,Old Dominion,W,77,1.17,0.84,62.5,44.9,19.6,28.7,34,37.4,36.7,4.3